"Event","District","Nature","How_Received","Date","Time","Force_Level","Suspect_Condition","Suspect_Armed","Suspect_Injured","Suspect_Role","Officer_Injured","Officer_Exposed_to_BBP","Suspect_Gender","Suspect_Age","Suspect_Race"
"B17-43393","3","WELFARE CHK IP","TELEPHONE","10/21/2017","20:02","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","49","White"
"B17-43450","3","DISTURBANCE IP","TELEPHONE","10/22/2017","2:23","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","41","White"
"B17-43450","3","DISTURBANCE IP","TELEPHONE","10/22/2017","2:23","2","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","39","White"
"B17-43450","3","DISTURBANCE IP","TELEPHONE","10/22/2017","2:23","2","NORMAL","NO","NO","MENTIONED","NO","NO","Male","36","White"
"B17-43589","4","TRESPASS IP","911 LINE","10/23/2017","3:17","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","23","White"
"B17-43801","5","DISTURBANCE IP","911 LINE","10/24/2017","19:05","1","UNKNOWN","NO","NO","MENTIONED","NO","NO","Male","23","White"
"B17-44093","2","WELFARE CHK IP","TELEPHONE","10/26/2017","21:48","1","MENTALLY DISTURBED","NO","NO","INVOLVED","NO","NO","Female","19","White"
"B17-44196","1","HARASSMENT IP","911 LINE","10/27/2017","13:41","1","MENTALLY DISTURBED","NO","NO","MENTIONED","NO","NO","Female","53","White"
"B17-44317","5","TRESPASS IP","911 LINE","10/28/2017","2:37","1","INTOXICATED","NO","NO","ARRESTEE","YES","NO","Male","20","Hispanic"
"B17-44437","5","WEAPONS IP","TELEPHONE","10/28/2017","22:38","1","UNKNOWN ","YES","NO","ARRESTEE","NO","NO","Male","30","White"
"B17-44475","2","FIGHT IP","TELEPHONE","10/29/2017","1:54","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","20","White"
"B17-44479","2","FIGHT IP","TELEPHONE","10/29/2017","2:06","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","19","White"
"B17-44701","1","TRAFFIC STOP","OFFICER REPORT","10/30/2017","16:22","1","MENTALLY DISTURBED ","NO","NO","ARRESTEE","NO","NO","Female","45","White"
"B17-44701","1","TRAFFIC STOP","OFFICER REPORT","10/30/2017","16:22","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","43","White"
"B17-44701","1","TRAFFIC STOP","OFFICER REPORT","10/30/2017","16:22","1","NORMAL","NO","NO","INVOLVED","NO","NO","Female","52","White"
"B17-44887","2","WARRANT SERVICE","OFFICER REPORT","10/31/2017","20:25","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Male","24","White"
"B17-44900","5","DISTURBANCE ","TELEPHONE","10/31/2017","22:42","1","NORMAL","YES","NO","JUVENILE REFERRAL","NO","NO","Male","17","Black"
"B17-45156","3","DISTURBANCE IP ","TELEPHONE","11/2/2017","18:49","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","33","White"
"B17-45238","4","SERVICE IP","TELEPHONE","11/3/2017","5:24","1","MENTALLY DISTURBED","NO","NO","INVOLVED","NO","NO","Female","34","White"
"B17-45316","4","DOMESTIC IP","911 LINE","11/3/2017","15:21","1","NORMAL","NO","NO","MENTIONED","NO","NO","Male","39","White"
"B17-45773","5","WELFARE CHK IP","TELEPHONE","11/6/2017","16:02","1","MENTALLY DISTURBED ","NO","NO","SUSPECT","YES","NO","Male","19","White"
"B17-46025","5","ASSAULT NP","TELEPHONE","11/8/2017","15:36","1","NORMAL","NO","NO","JUVENILE REFERRAL","YES","NO","Male","17","Black"
"B17-46139","3","THEFT IP","OFFICER REPORT","11/9/2017","11:29","1","INTOXICATED","NO","NO","MENTIONED","NO","NO","Male","48","White"
"B17-46713","5","FIGHT IP","TELEPHONE","11/13/2017","21:20","2","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","29","Black"
"B17-46741","1","SERVICE IP","911 LINE","11/14/2017","4:27","2","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","30","Black"
"B17-46749","4","WEAPONS IP","911 LINE","11/14/2017","6:15","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","34","White"
"B17-47005","3","WELFARE CHK IP","911 LINE","11/15/2017","22:25","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","28","White"
"B17-47594","4","SUSP ACT IP","TELEPHONE","11/20/2017","6:17","1","NORMAL","NO","NO","ARRESTEE","YES","NO","Male","37","White"
"B17-48093","4","THEFT NP","TELEPHONE","11/24/2017","14:16","1","NORMAL","NO","YES","JUVENILE REFERRAL","NO","NO","Male","17","Black"
"B17-48401","4","FOLLOW UP ","OFFICER REPORT","11/26/2017","23:23","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","32","White"
"B17-48858","2","DISTURBANCE IP","TELEPHONE","11/30/2017","4:02","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","41","White"
"B17-48970","4","WEAPONS IP","TELEPHONE","11/30/2017","22:27","1","UNKNOWN","YES","NO","VICTIM","NO","NO","Male","35","White"
"B17-49350","5","WARRANT SERVICE","911 LINE","12/3/2017","12:24","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B17-49417","3","TRAFFIC STOP","OFFICER REPORT","12/3/2017","22:41","1","NORMAL","YES","NO","ARRESTEE","YES","NO","Male","18","Black"
"B17-49442","4","MENTAL HEALTH","911 LINE","12/4/2017","6:17","1","MENTALLY DISTURBED","NO","NO","MENTIONED","NO","NO","Male","31","White"
"B17-49684","4","DOMESTIC IP","TELEPHONE","12/5/2017","21:42","1","NORMAL","NO","NO","JUVENILE REFERRAL","NO","NO","Male","14","Black"
"B17-49820","4","WELFARE CHK IP","TELEPHONE","12/6/2017","20:20","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","52","White"
"B17-49983","1","TRESPASS IP","TELEPHONE","12/7/2017","22:17","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","24","Black"
"B17-50528","4","SERVICE IP ","911 LINE","12/11/2017","20:48","1","INTOXICATED","NO","YES","SUSPECT","NO","YES","Male","66","White"
"B17-51465","4","SUSP ACT IP","OFFICER REPORT","12/18/2017","18:19","2","NORMAL","NO","NO","ARRESTEE","YES","NO","Male","26","White"
"B17-51677","4","WARRANT SERVICE","TELEPHONE","12/20/2017","1:10","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","28","White"
"B17-51805","5","SUSP ACT IP","OFFICER REPORT","12/20/2017","23:53","1","NORMAL","NO","YES","ARRESTEE","YES","NO","Male","41","White"
"B17-51806","3","DOMESTIC IP","911 LINE","12/21/2017","0:04","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","23","Black"
"B17-51988","3","ACCIDENT","911 LINE","12/22/2017","12:34","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","38","White"
"B17-52046","3","SERVICE IP ","TELEPHONE","12/22/2017","21:29","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","32","Black"
"B17-52197","5","WEAPONS IP","911 LINE","12/24/2017","9:18","1","NORMAL","YES","NO","INVOLVED","NO","NO","Female","45","White"
"B17-52268","3","WARRANT SERVICE","TELEPHONE","12/24/2017","23:41","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","25","Black"
"B17-52197","5","WEAPONS IP","911","12/24/2017","9:18","1","NORMAL","YES","NO","INVOLVED","NO","NO","Male","25","White"
"B17-52528","4","WARRANT SERVICE","TELEPHONE","12/27/2017","22:51","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","37","White"
"B17-52528","4","WARRANT SERVICE","TELEPHONE","12/27/2017","22:51","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","39","White"
"B17-52734","3","DISTURBANCE IP","TELEPHONE","12/29/2017","18:33","1","NORMAL","NO","YES","ARRESTEE","NO","NO","Female","38","White"
"B17-52750","5","WEAPONS IP","911 LINE","12/29/2017","22:29","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","18","Hispanic"
"B17-52757","4","DOMESTIC IP","911 LINE","12/30/2017","1:09","1","INTOXICATED","YES","NO","ARRESTEE","NO","NO","Male","29","White"
"B17-52855","3","DOMESTIC IP","TELEPHONE","12/31/2017","1:10","2","INTOXICATED","YES","YES","ARRESTEE","NO","NO","Male","29","White"
"B17-52928","4","DOMESTIC IP","TELEPHONE","12/31/2017","16:04","1","UNKNOWN","YES","NO","ARRESTEE","NO","NO","Male","41","White"
"B18-00108","3.0","DOMESTIC IP ","TELEPHONE","2018-01-02T00:00:00","00:52:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","32","Black"
"B18-00535","1.0","SEX ASSAULT IP","TELEPHONE","2018-01-05T00:00:00","01:48:00","1","INTOXICATED ","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B18-00680","4.0","SEX ASSAULT IP","911 LINE","2018-01-06T00:00:00","09:21:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","30","White"
"B18-00863","4.0","WEAPONS","911 LINE","2018-01-07T00:00:00","17:41:00","1","UNKNOWN","YES","YES","MENTIONED","NO","NO","Male","24","White"
"B18-00868","3.0","DRUNK","TELEPHONE","2018-01-07T00:00:00","19:51:00","1","INTOXICATED ","NO","NO","ARRESTEE","NO","NO","Female, Male","28","White"
"B18-00913","5.0","DISTURBANCE IP ","TELEPHONE","2018-01-07T00:00:00","23:58:00","2","INTOXICATED ","YES","NO","ARRESTEE","NO","NO","Male","43","White"
"B18-01014","4.0","DOMESTIC IP","TELEPHONE","2018-01-08T00:00:00","19:18:00","1","NORMAL","NO","NO","JUVENILE REFERRAL","YES","NO","Male","16","Black"
"B18-01248","4.0","SUSP ACT IP","OFFICER REPORT","2018-01-10T00:00:00","12:58:00","1","INTOXICATED","NO","NO","INVOLVED","NO","NO","Female","34","White"
"B18-01301","4.0","DISTURBANCE IP","911 LINE","2018-01-10T00:00:00","18:03:00","1","MENTALLY DISTURBED","NO","NO","INVOLVED ","NO","NO","Male","70","White"
"B18-01482","1.0","DISTURBANCE IP","TELEPHONE","2018-01-12T00:00:00","02:58:00","1","INTOXICATED ","NO","NO","ARRESTEE","NO","NO","Male","32","White"
"B18-01486","3.0","DISTURBANCE IP","TELEPHONE","2018-01-12T00:00:00","03:29:00","1","INTOXICATED ","NO","NO","SUSPECT","NO","NO","Male","21","White"
"B18-01882","3.0","ASSAULT IP","TELEPHONE","2018-01-15T00:00:00","16:32:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","24","White"
"B18-02386","3.0","MENTAL HLTH IP","911 LINE","2018-01-19T00:00:00","14:57:00","1","MENTALLY DISTURBED","NO","NO","INVOLVED ","NO","NO","Male","38","White"
"B18-02427","4.0","JUVENILE","TELEPHONE","2018-01-19T00:00:00","20:19:00","1","MENTALLY DISTURBED","NO","NO","JUVENILE REFERRAL","NO","NO","Male","12","White"
"B18-02432","3.0","DISTURBANCE IP","TELEPHONE","2018-01-19T00:00:00","20:39:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","37","Black"
"B18-02485","4.0","TRAFFIC STOP","OFFICER REPORT","2018-01-20T00:00:00","03:51:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","26","White"
"B18-02488","5.0","WEAPONS IP ","911 LINE","2018-01-20T00:00:00","04:45:00","1","INTOXICATED ","YES","NO","ARRESTEE","NO","NO","Male","18","White"
"B18-02498","4.0","DISTURBANCE IP","OFFICER REPORT","2018-01-20T00:00:00","07:49:00","2","UNKNOWN ","NO","NO","ARRESTEE","NO","NO","Male","36","Black"
"B18-02547","4.0","SUSP ACT IP","OFFICER REPORT","2018-01-20T00:00:00","16:15:00","1","MENTALLY DISTURBED","NO","NO","CAD","NO","NO","Female","36","White"
"B18-02683","4.0","DOMESTIC IP","911 LINE","2018-01-21T00:00:00","13:05:00","1","INTOXICATED ","NO","NO","ARRESTEE","YES","NO","Male","36","White"
"B18-02745","4.0","THEFT IP","OFFICER REPORT","2018-01-21T00:00:00","20:56:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","36","White"
"B18-02791","4.0","ALARM","911 LINE","2018-01-22T00:00:00","01:25:00","1","INTOXICATED ","NO","YES","ARRESTEE","NO","NO","Male","40","White"
"B18-03050","5.0","DOMESTIC IP","TELEPHONE","2018-01-24T00:00:00","02:52:00","2","INTOXICATED ","NO","NO","ARRESTEE","NO","NO","Male","48","White"
"B18-03301","2.0","DISTURBANCE IP","911 LINE","2018-01-25T00:00:00","18:24:00","1","MENTALLY DISTURBED","NO","NO","SUSPECT ","NO","NO","Female","24","White"
"B18-03606","5.0","DOMESTIC IP","911 LINE","2018-01-27T00:00:00","14:36:00","1","NORMAL","NO","NO","SUSPECT","NO","NO","Female","46","White"
"B18-03606","5.0","DOMESTIC IP","911 LINE","2018-01-27T00:00:00","14:36:00","1","NORMAL","NO","NO","JUVENILE REFERRAL","NO","NO","Male","16","White"
"B18-03666","3.0","SUSP ACT IP","OFFICER REPORT","2018-01-28T00:00:00","00:07:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","21",""
"B18-03666","3.0","SUSP ACT IP","OFFICER REPORT","2018-01-28T00:00:00","00:07:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","25","White, Black"
"B18-03964","3.0","DISTURBANCE NP","TELEPHONE","2018-01-30T00:00:00","18:02:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","34","White"
"B18-04146","3.0","WEAPONS IP ","TELEPHONE","2018-01-31T00:00:00","18:59:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female, Male","44","White"
"B18-04146","3.0","WEAPONS IP ","TELEPHONE","2018-01-31T00:00:00","18:59:00","1","INTOXICATED","YES","YES","ARRESTEE","NO","NO","Male","35","White"
"B18-04146","3.0","WEAPONS IP ","TELEPHONE","2018-01-31T00:00:00","18:59:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","21","White"
"B18-04283","3.0","DISTURBANCE IP","TELEPHONE","2018-02-01T00:00:00","21:49:00","1","MENTALLY DISTURBED","YES","NO","SUSPECT","NO","NO","Female","35","White"
"B18-04519","3.0","WEAPONS IP ","911 LINE","2018-02-03T00:00:00","15:46:00","1","NORMAL","YES","NO","INVOLVED ","NO","NO","Male","24","Black"
"B18-04528","2.0","JUVENILE","911 LINE","2018-02-03T00:00:00","16:56:00","1","MENTALLY DISTURBED","NO","NO","JUVENILE REFERRAL","NO","NO","Female","14","White"
"B18-04570","3.0","SUSP ACT IP","OFFICER REPORT","2018-02-03T00:00:00","22:29:00","1","NORMAL","NO","YES","SUSPECT","YES","NO","Male","40","White"
"B18-04742","4.0","DOMESTIC","TELEPHONE","2018-02-05T00:00:00","12:20:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","64","White"
"B18-04842","2.0","SUSP ACT IP","OFFICER REPORT","2018-02-06T00:00:00","01:25:00","1","UNKNOWN","NO","NO","ARRESTEE","YES","NO","Male","34","White"
"B18-05055","1.0","DRUGS NP","911 LINE","2018-02-07T00:00:00","16:23:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B18-05055","1.0","DRUGS NP","911 LINE","2018-02-07T00:00:00","16:23:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","20","White"
"B18-06013","3.0","EXTRA PATROL","911 LINE","2018-02-14T00:00:00","01:53:00","1","INTOXICATED","YES","YES","ARRESTEE","NO","NO","Male","28","Black"
"B18-06013","3.0","EXTRA PATROL","911 LINE","2018-02-14T00:00:00","01:53:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","22","Hispanic"
"B18-06032","5.0","TRESPASS IP","TELEPHONE","2018-02-14T00:00:00","06:45:00","1","INTOXICATED","NO","YES","ARRESTEE","NO","YES","Male","50","White"
"B18-06147","2.0","DRUNK","TELEPHONE","2018-02-15T00:00:00","01:39:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","37","White"
"B18-06429","5.0","TRAFFIC STOP","OFFICER REPORT","2018-02-17T00:00:00","03:52:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B18-06429","5.0","TRAFFIC STOP","OFFICER REPORT","2018-02-17T00:00:00","03:52:00","1","NORMAL","NO","NO","CONTACT","NO","NO","Male","21","White"
"B18-06524","5.0","MENTAL HLTH IP","TELEPHONE","2018-02-17T00:00:00","22:04:00","1","MENTALLY DISTURBED","NO","NO","INVOLVED","YES","NO","Female","13","Black"
"B18-06561","2.0","DISTURBANCE","TELEPHONE","2018-02-18T00:00:00","06:38:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","17","Black"
"B18-06561","2.0","DISTURBANCE","TELEPHONE","2018-02-18T00:00:00","06:38:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","33","Black"
"B18-07132","4.0","WARRANT SERVICE","TELEPHONE","2018-02-21T00:00:00","19:50:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","28","White"
"B18-07242","5.0","FOLLOW UP","TELEPHONE","2018-02-22T00:00:00","14:27:00","1","NORMAL ","NO","NO","MENTIONED","NO","NO","Female","29","Hispanic"
"B18-07242","5.0","FOLLOW UP","TELEPHONE","2018-02-22T00:00:00","14:27:00","1","NORMAL","NO","NO","MENTIONED","NO","NO","Male","23","White"
"B18-07300","3.0","SUSP ACT IP","OFFICER REPORT","2018-02-22T00:00:00","22:22:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Female","25","White"
"B18-07319","3.0","DISTURBANCE IP","TELEPHONE","2018-02-22T00:00:00","23:41:00","1","INTOXICATED","NO","NO","INVOLVED","YES","NO","Female","25","White"
"B18-07328","1.0","SUSP ACT IP","OFFICER REPORT","2018-02-23T00:00:00","00:38:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","25","White"
"B18-07649","3.0","DOMESTIC IP","TELEPHONE","2018-02-25T00:00:00","00:41:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","29","White"
"B18-07732","1.0","DISTURBANCE IP","OFFICER REPORT","2018-02-25T00:00:00","19:00:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Male","19","Black"
"B18-07769","5.0","THEFT IP","TELEPHONE","2018-02-26T00:00:00","01:16:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","18","White"
"B18-07922","3.0","DOMESTIC IP","911 LINE","2018-02-27T00:00:00","01:08:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","21","White"
"B18-07922","3.0","DOMESTIC IP","911 LINE","2018-02-27T00:00:00","01:08:00","1","NORMAL","NO","NO","WITNESS","NO","NO","Male","23","White"
"B18-07996","3.0","BURGLARY IP","TELEPHONE","2018-02-27T00:00:00","15:16:00","1","UNKNOWN","NO","NO","WITNESS","NO","NO","Female","20","White"
"B18-08178","3.0","ACCIDENT PI","TELEPHONE","2018-02-28T00:00:00","17:00:00","1","INTOXICATED","YES","YES","ARRESTEE","NO","NO","Male","55","White"
"B18-08305","4.0","DOMESTIC IP","911 LINE","2018-03-01T00:00:00","16:58:00","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","28","Black"
"B18-08589","4.0","DISTURBANCE IP","911 LINE","2018-03-03T00:00:00","03:00:00","1","INTOXICATED","YES","NO","INVOLVED","NO","NO","Male","31","Black"
"B18-08821","5.0","DOMESTIC IP","911 LINE","2018-03-04T00:00:00","16:02:00","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","26","White"
"B18-08900","4.0","TRAFFIC STOP","OFFICER REPORT","2018-03-05T00:00:00","01:08:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","40","White"
"B18-09405","4.0","BURGLARY IP","TELEPHONE","2018-03-08T00:00:00","09:02:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","19","Black"
"B18-09428","4.0","DISTURBANCE IP","911 LINE","2018-03-08T00:00:00","12:57:00","1","MENTALLY DISTURBED","YES","NO","SUSPECT","NO","NO","Male","18","White"
"B18-09481","5.0","DRUNK","TELEPHONE","2018-03-08T00:00:00","17:38:00","1","INTOXICATED","NO","YES","ARRESTEE","NO","NO","Male","52","White"
"B18-09754","3.0","DISTURBANCE IP","911 LINE","2018-03-10T00:00:00","12:38:00","1","MENTALLY DISTURBED","NO","YES","JEVENILE REFERRAL","NO","NO","Male","16","White"
"B18-09776","2.0","DOMESTIC IP","911 LINE","2018-03-10T00:00:00","15:09:00","1","UNKNOWN","NO","NO","ARRESTEE","NO","NO","Male","37","Black"
"B18-09819","5.0","TRESPASS IP","TELEPHONE","2018-03-10T00:00:00","21:28:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","44","Black"
"B18-09776","2.0","DOMESTIC IP","911.0","2018-03-10T00:00:00","15:09:00","1","UNKNOWN","NO","NO","VICTIM","NO","NO","Female","26","White"
"B18-10224","4.0","NOISE","TELEPHONE","2018-03-14T00:00:00","02:00:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","27","Black"
"B18-10290","MCSO","WARRANT SERVICE","TELEPHONE","2018-03-14T00:00:00","17:24:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","27","White"
"B18-10322","MCSO","WARRANT SERVICE","TELEPHONE","2018-03-14T00:00:00","23:30:00",NA,"NORMAL","NO","NO","ARRESTEE","NO","NO","Male","31","White"
"B18-10386","4.0","WARRANT SERVICE","OFFICER REPORT","2018-03-15T00:00:00","11:20:00","2","UNKNOWN","NO","YES","ARRESTEE","YES","NO","Male","47","White"
"B18-10628","5.0","WELFARE CHK IP","TELEPHONE","2018-03-17T00:00:00","09:07:00","1","MENTALLY DISTURBED","NO","YES","ARRESTEE","YES","NO","Male","35","White"
"B18-10849","4.0","SUSP ACT IP","OFFICER REPORT","2018-03-18T00:00:00","23:19:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Male","31","Hispanic"
"B18-10982","3.0","PROPERTY","911 LINE","2018-03-19T00:00:00","21:42:00","1","MENTALLY DISTURBED","NO","NO","ARRESTEE","NO","NO","Female","46","White"
"B18-11105","5.0","CIRT","TELEPHONE","2018-03-20T00:00:00","19:39:00","1","NORMAL","YES","NO","ARRESTEE","NO","NO","Male","30","White"
"B18-11267","3.0","DISTURBANCE IP","TELEPHONE","2018-03-21T00:00:00","22:19:00","1","NORMAL","YES","NO","INVOLVED","NO","NO","Male","46","Black"
"B18-11757","4.0","WELFARE CHK IP","TELEPHONE","2018-03-25T00:00:00","10:26:00","2","NORMAL","NO","YES","SUSPECT","NO","NO","Male","18","Black"
"B18-11859","4.0","WEAPONS IP ","911 LINE","2018-03-26T00:00:00","02:57:00","1","NORMAL","NO","NO","INVOLVED","NO","NO","Male","25","White"
"B18-11944","3.0","WARRANT SERVICE","OFFICER REPORT","2018-03-26T00:00:00","16:13:00","1","NORMAL","NO","NO","ARRESTEE","NO","NO","Male","41","White"
"B18-11949","5.0","BURGLARY IP","TELEPHONE","2018-03-26T00:00:00","16:39:00","1","INTOXICATED","YES","YES","ARRESTEE","NO","NO","Male","26","White"
"B18-11969","3.0","DISTURBANCE IP","911 LINE","2018-03-26T00:00:00","19:47:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","31","White"
"B18-11984","4.0","DISTURBANCE IP","911 LINE","2018-03-26T00:00:00","21:11:00","1","INTOXICATED","NO","NO","JUVENILE REFERRED","NO","NO","Male","16","White"
"B18-11984","4.0","DISTURBANCE IP","911 LINE","2018-03-26T00:00:00","21:11:00","1","INTOXICATED","NO","NO","JUVENILE REFERRED","NO","NO",NA,"14","White"
"B18-10699","3.0","WEAPONS IP ","TELEPHONE","2018-03-27T00:00:00","21:34:00","1","UNKNOWN","YES","NO","ARRESTEE","NO","NO","Male","28","White"
"B18-12096","4.0","WELFARE CHK IP","TELEPHONE","2018-03-27T00:00:00","18:34:00","1","INTOXICATED","NO","NO","ARRESTEE","NO","NO","Female","34","White"
