"PIB File Number","Date","Disposition","Service Type","Force Type","Force Level","Officer Race","Officer Gender","Officer Age","Officers Yrs of Service","Subject Gender","Subject Race","Subject Age","Subject Injured","UOF Reason","Officer Injured","Number of Officers","Binning Number of Officers","Force.Type.Binning"
"FTN2019-0205","06/11/2019","UOF Justified","Call for Service","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","White | White","Male | Male","30 | 31","4 | 4","Male","Black","27","No","refuse verbal commands","No | No",2,"2","1"
"FTN2019-0207","06/13/2019","UOF Not Justified","Arresting","CEW Deployment","L2","White","Male","31","6","Female","Black","23","Yes","Battery on Police Officer","No",1,"1","2"
"FTN2019-0206","06/13/2019","UOF Justified","Serving a Warrant","Rifle (Pointed) | Firearm (Exhibited)","L1 | L1","Black | Black","Male | Male","30 | 31","11 | 8","Male","Black","44","No","Tactical Deployments","No | No",2,"2","1"
"FTN2019-0209","06/15/2019","UOF Justified","Call for Service","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1","White | White | White","Male | Male | Male","53 | 24 | 33","14 | 2 | 2","Male | Female","Black | White","27 | 26","No | No","refuse verbal commands","No | No | No",3,"3+","1"
"FTN2019-0208","06/16/2019","UOF Justified","Call for Service","CEW Deployment","L2","White","Male","44","17","Female","Black","37","No","Weapon Exhibited","No",1,"1","2"
"FTN2019-0211","06/18/2019","UOF No Reportable Force Used by Officer","Arresting","Firearm (Exhibited)","L1","Black","Male","47","9","Male","Black","37","No",NA,"No",1,"1","1"
"FTN2019-0212","06/18/2019","UOF Justified","Call for Service","Firearm (Exhibited)","L1","Black","Male","43","12","Male","Black","27","No","refuse verbal commands","No",1,"1","1"
"FTN2019-0225","06/18/2019","Pending","Call for Service","Force (Escort Tech)","L1","Black","Male","47","16","Female","Black","61","Yes","refuse verbal commands","No",1,"1","2"
"FTN2019-0213","06/19/2019","UOF Justified","Arresting","Firearm (Exhibited)","L1","White","Male","41","14","Male","Black","22","No","Flight from an Officer","No",1,"1","1"
"FTN2019-0216","06/20/2019","UOF Justified","Pedestrian Stop","Firearm (Exhibited)","L1","Black","Male","29","4","Male","Black","20","No","Weapon Exhibited","No",1,"1","1"
"FTN2019-0217","06/22/2019","UOF Justified With Policy Violation","Traffic Stop","Firearm (Exhibited)","L1","Black","Male","52","23","Male","Black","25","No","Flight from an Officer","No",1,"1","1"
"FTN2019-0214","06/23/2019","UOF Justified","Arresting","Takedown (w/injury) | Takedown (w/injury)","L2 | L2","White | White","Male | Male","30 | 27","3 | 2","Male","Black","26","Yes","Resisting Lawful Arrest","No | No",2,"2","1"
"FTN2019-0215","06/23/2019","UOF Justified With Policy Violation","Call for Service","Firearm (Exhibited)","L1","White","Male","32","3","Male","Black","21","No","Weapon Exhibited","No",1,"1","1"
"FTN2019-0218","06/24/2019","UOF Justified","Call for Service","CEW Deployment | CEW Deployment","L2 | L2","White | Black","Male | Male","35 | 50","12 | 29","Female","Black","25","No","Resisting Officer w/Weapon","No | No",2,"2","2"
"FTN2019-0218","06/24/2019","UOF Justified","Call for Service","CEW Deployment | CEW Deployment","L2 | L2","White | Black","Male | Male","35 | 50","12 | 29","Female","Black","25","No","Resisting Officer w/Weapon","No | No",2,"2","2"
"FTN2019-0219","06/26/2019","UOF Justified","Arresting","Hands | Takedown (w/injury)","L1 | L2","Black | Black","Male | Male","30 | 30","4 | 4","Female","Black","22","Yes","Battery on Police Officer","Yes | Yes",2,"2","1"
"FTN2019-0220","06/27/2019","UOF Justified With Policy Violation","Call for Service","Firearm (Exhibited) | CEW Exhibited/Laser | Firearm (Exhibited)","L1 | L1 | L1","White | White | White","Male | Male | Male","31 | 36 | 36","5 | 3 | 3","Male","Black","27","No","Room clearing","No | No | No",3,"3+","2"
"FTN2019-0222","06/28/2019","UOF Justified","Call for Service","CEW Deployment | Hands | Other","L2 | L1 | L2","Black | White | Black","Male | Male | Male","36 | 35 | 37","13 | 11 | 6","Male","Black","25","No","refuse verbal commands","No | No | No",3,"3+","2"
"FTN2019-0221","06/28/2019","UOF Justified","Serving a Warrant","Firearm (Exhibited)","L1","Asian/Pacifi","Male","34","14","Male | Male","Black | Black","30 | 33","No | No","Tactical Deployments","No",1,"1","1"
"FTN2019-0223","06/29/2019","UOF Justified","Call for Service","Firearm (Exhibited)","L1","Black","Male","41","12","Male","Black","35","No","Flight from an Officer","No",1,"1","1"
"FTN2019-0224","07/01/2019","UOF Justified With Policy Violation","Call for Service","Hands | Force (Defense Tech) | Takedown (w/injury) | Hands","L1 | L2 | L2 | L1","Black | Black | Black | Black","Female | Male | Male | Female","39 | 46 | 46 | 40","16 | 23 | 23 | 19","Male | Male","Black | Black","0 | 19","Yes | Yes","Flight from an Officer","No | No | No | No",4,"3+","1"
"FTN2019-0224","07/01/2019","UOF Justified With Policy Violation","Call for Service","Hands | Force (Defense Tech) | Takedown (w/injury) | Hands","L1 | L2 | L2 | L1","Black | Black | Black | Black","Female | Male | Male | Female","39 | 46 | 46 | 40","16 | 23 | 23 | 19","Male | Male","Black | Black","0 | 19","Yes | Yes","Flight from an Officer","No | No | No | No",4,"3+","1"
"FTN2020-0293","10/03/2020","UOF Justified","Arresting","Hands | Firearm (Exhibited) | Hands","L1 | L1 | L1","White | White | ","Male | Male | Male","33 | 29 | ","5 | 3 | 1","Female","Black","26","No","Resisting Lawful Arrest","No | No | No",3,"3+","1"
"FTN2020-0294","10/04/2020","UOF Justified","Arresting","Hands | Firearm (Exhibited)","L1 | L1","White | Black","Male | Male","42 | 24","11 | 2","Male","Black","47","No","Resisting Lawful Arrest","No | No",2,"2","1"
"FTN2020-0294","10/04/2020","UOF Justified","Arresting","Hands | Firearm (Exhibited)","L1 | L1","White | Black","Male | Male","42 | 24","11 | 2","Male","Black","47","No","Resisting Lawful Arrest","No | No",2,"2","1"
"FTN2020-0295","10/05/2020","UOF Not Justified","Call for Service","CEW Deployment | CEW Deployment | CEW Deployment | CEW Deployment","L2 | L2 | L2 | L2","Black | Black | White | White","Male | Male | Male | Female","36 | 36 | 43 | 41","14 | 14 | 22 | 6","Male","Black","60","Yes","Weapon Exhibited","No | No | No | No",4,"3+","2"
"FTN2020-0295","10/05/2020","UOF Not Justified","Call for Service","CEW Deployment | CEW Deployment | CEW Deployment | CEW Deployment","L2 | L2 | L2 | L2","Black | Black | White | White","Male | Male | Male | Female","36 | 36 | 43 | 41","14 | 14 | 22 | 6","Male","Black","60","Yes","Weapon Exhibited","No | No | No | No",4,"3+","2"
"FTN2020-0296","10/06/2020","UOF Justified","Serving a Warrant","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1 | L1","Black | Black | Black | White","Male | Male | Male | Male","40 | 40 | 48 | 44","14 | 16 | 23 | 6","Male | Male","Black | White"," | 0","No | No","refuse verbal commands","No | No | No | No",4,"3+","1"
"FTN2020-0296","10/06/2020","UOF Justified","Serving a Warrant","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1 | L1","Black | Black | Black | White","Male | Male | Male | Male","40 | 40 | 48 | 44","14 | 16 | 23 | 6","Male | Male","Black | White"," | 0","No | No","refuse verbal commands","No | No | No | No",4,"3+","1"
"FTN2016-0438","08/31/2016","Pending","Arresting","Force (Take Down) | Hands","L2 | L1","Black | White","Male | Female","33 | 39","9 | 7","Male","Black","44","No","Resisting Lawful Arrest","No | No",2,"2","1"
"FTN2020-0298","10/06/2020","UOF Justified","Call for Service","Hands","L1","Black","Male","34","2","Male","White","22","No","refuse verbal commands","No",1,"1","1"
"FTN2020-0300","10/08/2020","UOF Justified","Arresting","Hands","L1","Black","Male","50","23","Sex-Unk","Black","0","No","refuse verbal commands","No",1,"1","1"
"FTN2020-0299","10/08/2020","UOF Justified","Call for Service","Force (Take Down) | Force (Take Down)","L2 | L2","White | Black","Male | Female","46 | 36","13 | 5","Female","White","28","Yes","Resisting Lawful Arrest","No | No",2,"2","1"
"FTN2020-0301","10/10/2020","UOF Justified","Arresting","Firearm (Exhibited) | Canine (No Bite)","L1 | L2","White | White","Male | Male","61 | 61","14 | 14","Male","Black","37","No","Flight from an Officer","No | No",2,"2","2"
"FTN2020-0302","10/11/2020","UOF Justified","Pedestrian Stop","Hands | Takedown (no injury) | Takedown (no injury) | Takedown (no injury)","L1 | L1 | L1 | L1","Black | Black | Black | ","Male | Male | Male | ","45 | 34 |  | ","17 | 4 |  | 1","Male","Black","28","No","Flight from an Officer","No | No | No | No",4,"3+","1"
"FTN2020-0304","10/13/2020","UOF Justified","Pedestrian Stop","Firearm (Exhibited)","L1","Black","Male","31","8","Male","Black","24","No","Weapon Exhibited","No",1,"1","1"
"FTN2020-0303","10/13/2020","UOF Justified","Serving a Warrant","Firearm (Exhibited)","L1","Race-Unknown","Male","32","6","Female | Male | Male","Black | Black | Black","59 | 14 | 57","No | No | No","Tactical Deployments","No",1,"1","1"
"FTN2020-0305","10/18/2020","UOF Justified","Call for Service","CEW Deployment","L2","Black","Male","39","8","Male","Black","39","Yes","Flight from an Officer","No",1,"1","2"
"FTN2020-0306","10/19/2020","UOF Justified","Call for Service","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Black | Black","Male | Male","64 | 48","44 | 23","Male","Black","38","No",NA,"No | No",2,"2","1"
"FTN2020-0307","10/19/2020","UOF Justified","Traffic Stop","CEW Deployment","L2","White","Male","32","6","Male","Black","42","No","Resisting Lawful Arrest","No",1,"1","2"
"FTN2020-0308","10/21/2020","UOF Justified","Arresting","CEW Deployment | Hands","L2 | L1","Black | Black","Male | Female","32 | 33","5 | 4","Female","Black","29","No","Resisting Lawful Arrest","No | No",2,"2","2"
"FTN2020-0310","10/22/2020","UOF Justified","Arresting","Hands | Hands","L1 | L1","White | Hispanic","Male | Male","44 | 43","22 | 4","Male","White","53","No","Resisting Lawful Arrest","No | No",2,"2","1"
"FTN2020-0309","10/22/2020","UOF Justified","Arresting","Shotgun (Pointed) | Firearm (Exhibited)","L1 | L1","Hispanic | Black","Male | Male","55 | 33","13 | 11","Male | Male | Female","Black | Black | Black","16 | 21 | 21","No | No | No","Weapon Exhibited","No | No",2,"2","1"
"FTN2021-0131","10/22/2020","Pending","Call for Service","- Hands (with injury) | Hands","L2 | L1","Black | Black","Male | Female","32 | 32","5 | 2","Male","Black","49","Yes","refuse verbal commands","No | No",2,"2","1"
"FTN2020-0313","10/24/2020","UOF Justified","Call for Service","Force (Take Down)","L2","Black","Male","53","31","Male","White","32","Yes","refuse verbal commands","No",1,"1","1"
"FTN2020-0311","10/24/2020","UOF Justified","Call for Service","Hands | Takedown (no injury)","L1 | L1","White | Black","Male | Male","37 | 51","16 | 13","Male","Black","17","No","refuse verbal commands","No | No",2,"2","1"
"FTN2020-0312","10/24/2020","UOF Justified","Arresting","Force (Escort Tech) | Force (Escort Tech)","L1 | L1","Black | Black","Male | Male","50 | 50","24 | 23","Male","Black","29","No","Resisting Lawful Arrest","No | Yes",2,"2","2"
"FTN2020-0170","06/16/2020","Pending","Arresting","Hands","L1","White","Male","28","5","Male","Black","32","No","refuse verbal commands","No",1,"1","1"
"FTN2020-0314","10/27/2020","UOF Justified","Serving a Warrant","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Black | Race-Unknown","Male | Male","32 | 32","8 | 6","Male | Male | Male","Black | Black | Black","0 | 0 | 0","No | No | No","Weapon Exhibited","No | No",2,"2","1"
"FTN2020-0315","10/27/2020","UOF Justified","Call for Service","CEW Deployment | Hands | Hands | Hands | Baton (non-strike)","L2 | L1 | L1 | L1 | L1","Black | White | Black | Hispanic | Hispanic","Male | Male | Male | Male | Male","33 | 45 | 50 | 59 | 40","11 | 22 | 23 | 24 | 9","Male","Black","26","No","Weapon Exhibited","No | No | No | No | No",5,"3+","2"
"FTN2020-0316","10/29/2020","UOF Justified","Call for Service","Hands","L1","White","Female","48","6","Male","Black","40","Yes","Resisting Lawful Arrest","No",1,"1","1"
"FTN2020-0317","10/30/2020","UOF Justified","Not Used","Firearm (Exhibited)","L1","Hispanic","Male","30","2","Male","Black","44","No","Resisting Officer w/Weapon","No",1,"1","1"
"FTN2020-0318","10/30/2020","UOF Justified",NA,"Firearm (Exhibited)","L1","White","Female","23","2","Male","Black","16","No","Flight from an Officer","No",1,"1","1"
"FTN2020-0319","10/31/2020","UOF Justified","Call for Service","Takedown (no injury) | Takedown (no injury)","L1 | L1","Black | Black","Male | Male","27 | ","2 | 1","Male","Black","44","Yes",NA,"No | No",2,"2","1"
"FTN2020-0320","11/01/2020","UOF Justified","Arresting","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1","White | Black | ","Male | Male | Male","25 | 44 | ","2 | 2 | 1","Male","Black","33","No","Resisting Lawful Arrest","No | No | No",3,"3+","1"
"FTN2020-0322","11/03/2020","UOF Justified",NA,"Takedown (no injury)","L1","Black","Male","36","11","Male","Black",NA,"No","Flight from an Officer","No",1,"1","1"
"FTN2020-0321","11/04/2020","UOF Justified","Call for Service","Takedown (no injury) | Takedown (no injury)","L1 | L1","Black | Black","Male | Male","33 | 22","8 | 2","Male","Black","54","No","Battery on Police Officer","No | No",2,"2","1"
"FTN2020-0323","11/04/2020","UOF Not Justified","Arresting","Canine (Bite)","L4","Black","Male","37","12","Male","Black","33","Yes","Flight from an Officer","No",1,"1","2"
"FTN2020-0324","11/06/2020","UOF Justified","Call for Service","Hands","L1","White","Male","39","13","Male","Black","44","No","Battery on Police Officer","No",1,"1","1"
"FTN2020-0325","11/07/2020","UOF Justified","Call for Service","Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1","Hispanic | White","Male | Male","27 | ","4 | 1","Male | Female","Black | Black","37 | 29","No | No","refuse verbal commands","No | No",2,"2","1"
"FTN2020-0326","11/07/2020","UOF Justified","Call for Service","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Takedown (no injury)","L1 | L1 | L1 | L1","Black | White | Black | Black","Male | Male | Male | Male","30 | 39 | 25 | 25","5 | 5 | 3 | 3","Male","Black",NA,"No","refuse verbal commands","No | No | No | No",4,"3+","1"
"FTN2020-0326","11/07/2020","UOF Justified","Call for Service","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Takedown (no injury)","L1 | L1 | L1 | L1","Black | White | Black | Black","Male | Male | Male | Male","30 | 39 | 25 | 25","5 | 5 | 3 | 3","Male","Black",NA,"No","refuse verbal commands","No | No | No | No",4,"3+","1"
"FTN2020-0327","11/07/2020","UOF Justified",NA,"Takedown (no injury)","L1","Black","Male","37","17","Female | Female","White | White",NA,"No | No",NA,"No",1,"1","1"
"FTN2020-0328","11/08/2020","UOF Justified","Call for Service","Hands","L1","White","Male","56","11","Male","Black","26","No","Battery on Police Officer","Yes",1,"1","1"
"FTN2020-0329","11/09/2020","UOF Justified","Arresting","Firearm (Exhibited)","L1","White","Male","41","20","Male","Black","42","No","Resisting Lawful Arrest","No",1,"1","1"
"FTN2020-0330","11/10/2020","UOF Justified","Call for Service","Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited)","L1 | L1 | L1","Black | White | Black","Male | Male | Female","36 |  | ","11 | 1 | 3","Male | Female","White | White","19 | 19","No | No","Room clearing","No | No | No",3,"3+","1"
"FTN2020-0331","11/10/2020","UOF Not Justified","Arresting","Takedown (w/injury) | NonTrad Impact Weapon | Other","L2 | L4 | L1","Black | Black | White","Male | Male | Female","31 | 31 | 23","11 | 11 | 2","Male","Black","27","Yes","Flight from an Officer","Yes | Yes | No",3,"3+","2"
"FTN2020-0332","11/11/2020","UOF Justified","Serving a Warrant","Takedown (no injury)","L1","White","Male","38","4","Male","Black","18","No","Flight from an Officer","No",1,"1","1"
"FTN2020-0333","11/11/2020","UOF Justified","Arresting","Hands | Hands","L1 | L1","White | White","Male | Male"," | 28","7 | 2","Female","Black","36","No","Resisting Lawful Arrest","No | No",2,"2","1"
"FTN2020-0335","11/13/2020","UOF Justified",NA,"CEW Deployment","L2","White","Male","27","3","Male","Black","39","No","refuse verbal commands","No",1,"1","2"
"FTN2020-0334","11/14/2020","UOF Justified","Arresting","Takedown (no injury) | Takedown (no injury)","L1 | L1","White | Black","Male | Male","32 | 26","11 | 4","Male","Black","28","No","refuse verbal commands","No | No",2,"2","1"
"FTN2020-0336","11/15/2020","UOF Justified","Arresting","Hands | Hands | Hands","L1 | L1 | L1","Black | Black | ","Female | Male | Male","44 | 61 | ","22 | 12 | 1","Male","Black","34","No","Resisting Lawful Arrest","No | No | No",3,"3+","1"
"FTN2020-0337","11/16/2020","UOF Justified","Call for Service","Takedown (no injury) | Hands","L1 | L1","White | White","Male | Male","39 | 46","12 | 11","Male","Black","15","No","Flight from an Officer","Yes | No",2,"2","1"
"FTN2020-0338","11/17/2020","UOF Justified","Arresting","Firearm (Exhibited)","L1","Black","Male","30","2","Male","Black","27","No","refuse verbal commands","No",1,"1","1"
